description,price,rating,review_count,url
"LG Gram 10th Gen Intel Core i7-1065G7 17-inch IPS WQXGA (2560X1600) Thin and Light Laptop (8GB/512GB SSD/Windows 10 64-bit/Dark Silver/1.35kg), 17Z90N","1,05,990",4.7 out of 5 stars,34,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A01675923101EX0C7XUQ3&url=%2FLG-i7-1065G7-17-inch-2560X1600-Windows%2Fdp%2FB08J3D2YHV%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416925%26sr%3D8-1-spons%26psc%3D1&qualifier=1627416925&id=5868978725738442&widgetName=sp_atf
"LG Gram 10th Gen Intel Core i5-1035G7 14"" (35.56cms) IPS Full HD (1920X1080) Thin and Light Laptop (8GB/256GB SSD/Windows 10 64-bit/Dark Silver/999gms), 14Z90N","62,990",4.4 out of 5 stars,50,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A04485552QWVES2T6NSTN&url=%2FLG-i5-1035G7-14-inch-1920X1080-Windows%2Fdp%2FB08J42VSL6%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416925%26sr%3D8-2-spons%26psc%3D1&qualifier=1627416925&id=5868978725738442&widgetName=sp_atf
"ASUS VivoBook 15 (2020), 39.6 cm HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 10 Home/Transparent Silver/1.8 Kg), X515MA-BR002T","24,990",4.0 out of 5 stars,788,https://www.amazon.in/ASUS-VivoBook-Integrated-Transparent-X515MA-BR002T/dp/B08CKY5XX3/ref=sr_1_3?dchild=1&keywords=laptop&qid=1627416925&sr=8-3
"Dell Inspiron 3502 15.6"" (39.62 cms) HD Display Laptop (Pentium Silver N5030 / 4GB / 256GB SSD / Integrated Graphics / Win 10 + MSO / Accent Black) D560427WIN9BE","29,990",4.2 out of 5 stars,86,https://www.amazon.in/Dell-Inspiron-Integrated-Graphics-D560427WIN9BE/dp/B08X4N3DW2/ref=sr_1_4?dchild=1&keywords=laptop&qid=1627416925&sr=8-4
"HP 15 AMD Athlon 15.6"" (39.62cms) HD Laptop (Silver-3050U/4GB/1TB/Win 10/MS Office/Jet Black/1.85kg), 15s-gy0001au","29,526",3.6 out of 5 stars,216,https://www.amazon.in/HP-Athlon-15-6-inch-Silver-3050U-15s-gy0001au/dp/B08HJYFZ14/ref=sr_1_5?dchild=1&keywords=laptop&qid=1627416925&sr=8-5
"HP 15 Intel Pentium Gold 6405U Processor Entry Level 15.6-inch (39.62 cms) FHD Laptop (4GB/1TB/Win 10/Jet Black/1.74kg), 15s-du1052tu","27,990",3.4 out of 5 stars,583,https://www.amazon.in/HP-Pentium-Processor-15-6-inch-15s-du1052tu/dp/B08HJZHTM1/ref=sr_1_6?dchild=1&keywords=laptop&qid=1627416925&sr=8-6
"HP 14 (2021) Thin & Light 11th Gen Core i3 Laptop, 8 GB RAM, 256GB SSD, 14-inch (35.56 cms) FHD Screen, Windows 10, MS Office, Built-in Alexa(14s-dy2500TU)","40,990",4.3 out of 5 stars,"1,677",https://www.amazon.in/HP-Laptop-14-inch-Windows-14s-dy2500TU/dp/B08XY3QXY5/ref=sr_1_7?dchild=1&keywords=laptop&qid=1627416925&sr=8-7
"HP 15 (2021) Thin & Light Ryzen 3-3250 Laptop, 8 GB RAM, 1TB HDD, 39.62 cms (15.6"") FHD Screen, Windows 10, MS Office (15s-gr0011AU)","36,490",3.8 out of 5 stars,987,https://www.amazon.in/HP-3-3250-Laptop-Windows-15s-gr0011AU/dp/B08T6SJ215/ref=sr_1_8?dchild=1&keywords=laptop&qid=1627416925&sr=8-8
"(Renewed) Fujitsu Intel Core i5 3340M 15.6-Inch (39.62 cms) 1366 X 768 Laptop (4 GB/320 GB HDD/Windows/Intel HD Graphics/Black/2.40 Kg), A573","21,990",4.1 out of 5 stars,114,https://www.amazon.in/Renewed-Fujitsu-15-6-Inch-Windows-Graphics/dp/B091B6K2ZM/ref=sr_1_9?dchild=1&keywords=laptop&qid=1627416925&sr=8-9
"ASUS Celeron Dual Core - (4 GB/1 TB HDD/Windows 10 Home) X515MA-BR004T Thin and Light Laptop (15.6 inch, Transparent Silver, 1.80 Kg","28,980",3.5 out of 5 stars,60,https://www.amazon.in/ASUS-Celeron-Dual-Core-X515MA-BR004T/dp/B094Y8L2G9/ref=sr_1_10?dchild=1&keywords=laptop&qid=1627416925&sr=8-10
"Dell Inspiron 5406 14"" (35.56 cms) FHD Display 2in1 Laptop (11th Gen i3-1115G4 / 4GB / 256GB SSD / Integrated Graphics/ Win 10 + MS Office / Backlit with FPR / Platinum Silver) D560446WIN9S","52,990",4.0 out of 5 stars,29,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09476152EBNZZWHYNWVA&url=%2FDell-Inspiron-i3-1115G4-Integrated-D560446WIN9S%2Fdp%2FB08X4NKYH5%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416925%26sr%3D8-11-spons%26psc%3D1&qualifier=1627416925&id=5868978725738442&widgetName=sp_mtf
"Dell Inspiron 7415 14"" FHD Touch Display 2in1 Laptop (R5 5500U / 8GB / 512GB SSD / Integrated Graphics / Win 10 + MSO / Backlit KB + FPR + Active Pen /Pebble Metal Color) D560470WIN9P","69,150",4.3 out of 5 stars,14,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A03096962B7ZDRRCM6JTC&url=%2FDell-Inspiron-7415-Integrated-D560470WIN9P%2Fdp%2FB095S8HPMY%2Fref%3Dsr_1_12_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416925%26sr%3D8-12-spons%26psc%3D1&qualifier=1627416925&id=5868978725738442&widgetName=sp_mtf
"Acer Extensa 15 Thin & Light Laptop Intel Processor Pentium Silver N5030 15.6 inch (35.56 cms) (4GB RAM/1TB HDD/Windows 10/Integrated Graphic Card/Black/1.9 Kg),EX215-31","28,499",3.8 out of 5 stars,43,https://www.amazon.in/Acer-Extensa-Processor-Integrated-EX215-31/dp/B095BYNN8Z/ref=sr_1_13?dchild=1&keywords=laptop&qid=1627416925&sr=8-13
"Lenovo V15 AMD 15.6-inch FHD Thin and Light Laptop (AMD Athlon Silver 3050 U/ 4GB RAM/ 1TB HDD/ Windows 10 Home/Integrated AMD Radeon Graphics/ Iron Grey/ 1.85 kg), 82C700J0IH","28,129",3.1 out of 5 stars,64,https://www.amazon.in/Lenovo-15-6-inch-Integrated-Graphics-82C700J0IH/dp/B095JY5B3F/ref=sr_1_14?dchild=1&keywords=laptop&qid=1627416925&sr=8-14
"AVITA Essential Refresh NE14A2INC43A-MB 14-inch/35.56 cm(Intel Celeron-N4020/4GB/128GB SSD/Windows 10 Home/FHD/Integrated Graphics), Matt Black","18,990",3.9 out of 5 stars,89,https://www.amazon.in/AVITA-Essential-NE14A2INC43A-MB-Celeron-N4020-Integrated/dp/B08YRNPTM2/ref=sr_1_15?dchild=1&keywords=laptop&qid=1627416925&sr=8-15
"Lenovo E41-45 (82BFS00300) Laptop (AMD A9-9425 / 4GB RAM/ 1TB HDD/ Win 10 Home SL/ 14 Inch Screen / Black), 1 Year Warranty","26,797",3.2 out of 5 stars,15,https://www.amazon.in/Lenovo-E41-45-82BFS00300-A9-9425-Warranty/dp/B091NX3DRV/ref=sr_1_16?dchild=1&keywords=laptop&qid=1627416925&sr=8-16
"Lenovo V15 AMD 15.6-inch FHD Thin and Light Laptop (AMD Athlon Gold 3150U/ 4GB RAM/ 1TB HDD/ Windows 10 Home/Integrated AMD Radeon Graphics/ Iron Grey), 82C700JEIH","25,990",2.5 out of 5 stars,12,https://www.amazon.in/Lenovo-15-6-inch-Integrated-Graphics-82C700JEIH/dp/B095YWBXFH/ref=sr_1_17?dchild=1&keywords=laptop&qid=1627416925&sr=8-17
"Dell Inspiron 3505 15.6"" HD Display Laptop (Athlon Silver 3050U / 4GB / 256GB SSD / Integrated Graphics / Win10 + MSO) D560483WIN9BE","29,990",,,https://www.amazon.in/Dell-Inspiron-3505-Integrated-D560483WIN9BE/dp/B097SZJ5Y4/ref=sr_1_19?dchild=1&keywords=laptop&qid=1627416925&sr=8-19
"Life Digital Laptop 15.6-inch (39.62 cms) (Intel Core i5/4GB RAM/256GB SSD/Type-C Data/Windows 10), ZED AIR CX5","29,990",2.6 out of 5 stars,8,https://www.amazon.in/LifeDigital-Laptop-Intel%C2%AE-Storage-Windows/dp/B08HRK3CD9/ref=sr_1_20?dchild=1&keywords=laptop&qid=1627416925&sr=8-20
"HP 14 (2021) 11th Gen Intel Core i3 Laptop with Alexa Built-in, 8GB RAM, 256GB SSD, 14-Inch (35.6 cm) FHD Screen, Windows 10, MS Office, (14s- dy2501tu)","41,990",4.3 out of 5 stars,235,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03468503IWX9FJ7KZLWX&url=%2FHP-Laptop-14-Inch-Windows-dy2501tu%2Fdp%2FB093VZC5X9%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416925%26sr%3D8-21-spons%26psc%3D1&qualifier=1627416925&id=5868978725738442&widgetName=sp_btf
"Dell Inspiron 3505 15.6"" (39.62 cms) FHD Display Laptop (R3-3250U / 8GB / 256GB SSD / Integrated Graphics / Win 10 + MSO / Accent Black) D560428WIN9BE","35,790",4.0 out of 5 stars,69,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03449103DP8LNDLA0X2&url=%2FDell-Inspiron-R3-3250U-Integrated-D560428WIN9BE%2Fdp%2FB08X4Q425M%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416925%26sr%3D8-22-spons%26psc%3D1&qualifier=1627416925&id=5868978725738442&widgetName=sp_btf
"Microsoft Surface Laptop 4 AMD Ryzen™ 7 4980U 15 inch Touchscreen Laptop (8GB/256GB SSD/Windows 10 Home /AMD Radeon™ RX Vega 11 Graphics/Platinum/1.542 kg, 25% Off on Microsoft 365)","1,34,999",3.5 out of 5 stars,9,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0805071279BSFE9L231I&url=%2FMicrosoft-Touchscreen-RadeonTM-Graphics-Platinum%2Fdp%2FB0943S58GC%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416936%26sr%3D8-17-spons%26psc%3D1&qualifier=1627416936&id=2895231529497372&widgetName=sp_atf_next
"HP 15 (2021) Thin & Light Ryzen 3-3250 Laptop, 8 GB RAM, 1TB HDD + 256GB SSD, 15.6"" (39.2 cms) FHD Screen, Windows 10, MS Office (15s-gr0012AU)","40,990",4.1 out of 5 stars,850,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A03522421LVAYCBMGKTKU&url=%2FHP-3-3250-Laptop-Windows-15s-gr0012AU%2Fdp%2FB08T6THSMQ%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416936%26sr%3D8-18-spons%26psc%3D1&qualifier=1627416936&id=2895231529497372&widgetName=sp_atf_next
"RDP ThinBook 1010 - Intel Celeron Quad Core Processor, 4GB RAM, 64GB Storage, Windows 10 Pro, 14.1” HD Screen","21,404",3.7 out of 5 stars,98,https://www.amazon.in/RDP-ThinBook-1010-Celeron-Processor/dp/B0924PSV78/ref=sr_1_19?dchild=1&keywords=laptop&qid=1627416936&sr=8-19
"HP Notebook 250 G7 Laptop 2A9A4PA#ACJ (Intel Celeron N4020/4GB Ram/1TB HDD/15.6 inch HD/DOS/Intel UHD Graphics/1.78Kg),Dark Ash Silver","25,102",2.5 out of 5 stars,6,https://www.amazon.in/HP-Notebook-2A9A4PA-ACJ-Graphics/dp/B08TWYPZ9T/ref=sr_1_20?dchild=1&keywords=laptop&qid=1627416936&sr=8-20
"HP Pavilion Gaming 10th Gen Intel Core i5 Processor 15.6-inch FHD Gaming Laptop (8GB/512GB SSD + 32GB Intel Optane/144 Hz/Win10/MS Office/NVIDIA GTX 1650 4GB/Shadow Black), 15-dk1148TX","66,990",4.3 out of 5 stars,844,https://www.amazon.in/HP-Pavilion-Processor-15-6-inch-15-dk1148TX/dp/B091FJ5WPQ/ref=sr_1_21?dchild=1&keywords=laptop&qid=1627416936&sr=8-21
"HP Chromebook 14a-na0003TU 14-inch (35.56 cms) Thin & Light Touchscreen Laptop (Intel N4020/4GB/64GB SSD + 256GB Expandable/Chrome OS/1.46 kgs Light), Mineral Silver","26,983",3.9 out of 5 stars,538,https://www.amazon.in/HP-Chromebook-14a-na0003TU-Touchscreen-Expandable/dp/B08C5W6PL2/ref=sr_1_22?dchild=1&keywords=laptop&qid=1627416936&sr=8-22
"HP 15 Thin & Light Ryzen 3-3250 Laptop, 4 GB RAM, 1TB HDD, 38.1 cms (15"") FHD Screen, Windows 10, MS Office (15s-gr0006au)","31,990",3.3 out of 5 stars,361,https://www.amazon.in/HP-db1060au-Laptop-Ryzen3-Microsoft-Natural/dp/B083SNGBLF/ref=sr_1_23?dchild=1&keywords=laptop&qid=1627416936&sr=8-23
"HP 15 11th Gen Intel Core i3 Processor 15.6"" (39.62cms) FHD Laptop (8GB/256GB SSD/Win 10/MS Office/Integrated Graphics/Jet Black/1.69 Kg), 15s-fq2075TU","40,990",4.1 out of 5 stars,38,https://www.amazon.in/HP-Processor-39-62cms-Integrated-15s-fq2075TU/dp/B08XNXJDVX/ref=sr_1_24?dchild=1&keywords=laptop&qid=1627416936&sr=8-24
"Lenovo V15 AMD 15.6-inch FHD Thin and Light Laptop (AMD Athlon Silver 3050 U/ 4GB RAM/ 1TB HDD/ DOS /Integrated AMD Radeon Graphics/ Iron Grey/ 1.85 kg), 82C700HXIH","25,990",3.4 out of 5 stars,12,https://www.amazon.in/Lenovo-15-6-inch-Integrated-Graphics-82C700HXIH/dp/B095JW3CCX/ref=sr_1_25?dchild=1&keywords=laptop&qid=1627416936&sr=8-25
"Acer Aspire 3 A315-23 15.6"" (39.62cms) Laptop (AMD Athlon Silver 3050U dual-core/4GB/1TB HDD/Window 10, Home, 64Bit/AMD RadeonTM Graphics), Silver","28,969",3.8 out of 5 stars,92,https://www.amazon.in/Acer-A315-23-15-6-inch-dual-core-RadeonTM/dp/B088CF3VX6/ref=sr_1_26?dchild=1&keywords=laptop&qid=1627416936&sr=8-26
"HP 14 (2021) Thin & Light 11th Gen Core i3 Laptop, 8 GB RAM, 256GB SSD, 14-inch (35.56 cms) FHD Screen, Windows 10, MS Office, Built-in Alexa(14s-dy2500TU)","40,990",4.3 out of 5 stars,"1,677",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A03516862BO4S2X8B1V0A&url=%2FHP-Laptop-14-inch-Windows-14s-dy2500TU%2Fdp%2FB08XY3QXY5%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416936%26sr%3D8-27-spons%26psc%3D1&qualifier=1627416936&id=2895231529497372&widgetName=sp_mtf
"Dell Vostro 3405 14"" (35.56 cms) FHD Display Laptop (R5-3500U / 8GB / 512GB SSD / Integrated Graphics / Win 10 + MSO / Dune Color) D552166WIN9DE","46,190",4.1 out of 5 stars,43,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0357038WI95ZTVTVIB0&url=%2FDell-R5-3500U-Integrated-Graphics-D552166WIN9DE%2Fdp%2FB08X4P5TVN%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416936%26sr%3D8-28-spons%26psc%3D1&qualifier=1627416936&id=2895231529497372&widgetName=sp_mtf
"HP 15 11th Gen Intel Core i3 Processor 15.6"" (39.62cms) FHD Laptop (8GB/512GB SSD/Win 10/MS Offce/Integrated Graphics/Natural Silver/1.69 Kg), 15s-fr2006TU","44,990",4.0 out of 5 stars,510,https://www.amazon.in/HP-Processor-39-62cms-Integrated-15s-fr2006TU/dp/B08XNYH4LX/ref=sr_1_29?dchild=1&keywords=laptop&qid=1627416936&sr=8-29
Lenovo 82C7A006IH V15 ADA Laptop (AMD Athlon Silver 3050U/4GB Ram/ 1TB HDD/ 15.6 inch HD AG/ Windows-10/Integrated AMD Radeon Graphics/ Iron Grey),"28,890",3.3 out of 5 stars,99,https://www.amazon.in/Lenovo-82C7A006IH-Windows-10-Integrated-Graphics/dp/B08DHZS1XQ/ref=sr_1_30?dchild=1&keywords=laptop&qid=1627416936&sr=8-30
"AVITA Essential Refresh NE14A2INC44A-MB 14-inch/35.56 cm(Intel Celeron-N4020/4GB/256GB SSD/Windows 10 Home/FHD/Integrated Graphics),Matt Black","21,599",3.7 out of 5 stars,20,https://www.amazon.in/AVITA-Essential-NE14A2INC44A-MB-Celeron-N4020-Integrated/dp/B08YR9DDVZ/ref=sr_1_31?dchild=1&keywords=laptop&qid=1627416936&sr=8-31
"HP 15 (2021) Thin & Light Ryzen 3-3250 Laptop, 8 GB RAM, 1TB HDD + 256GB SSD, 15.6"" (39.2 cms) FHD Screen, Windows 10, MS Office (15s-gr0012AU)","40,990",4.1 out of 5 stars,850,https://www.amazon.in/HP-3-3250-Laptop-Windows-15s-gr0012AU/dp/B08T6THSMQ/ref=sr_1_32?dchild=1&keywords=laptop&qid=1627416936&sr=8-32
"HP Pavilion Gaming 15.6-inch(39.62 cms) FHD Gaming Laptop (Ryzen 5-4600H/8GB/1TB HDD/M.2 Slot/Windows 10/NVIDIA GTX 1650 4GB/Shadow Black), 15-ec1024AX","59,711",4.1 out of 5 stars,401,https://www.amazon.in/HP-Pavilion-15-6-inch-5-4600H-15-ec1024AX/dp/B08CZ2KNS4/ref=sr_1_34?dchild=1&keywords=laptop&qid=1627416936&sr=8-34
"(Renewed) Dell Intel Core i5-4th Gen 14 Inch(35.56 cms) 1366x768 HD Laptop (8GB RAM/500GB HDD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics 4600 /2.1Kg,Silver) Latitude E6440","35,499",,,https://www.amazon.in/Dell-1366x768-Integrated-Graphics-Latitude/dp/B099YN8SJ3/ref=sr_1_35?dchild=1&keywords=laptop&qid=1627416936&sr=8-35
"Dell Vostro 3401 14"" FHD Display Laptop (11th Gen i3-1115G4 / 8GB / 1TB HDD / Integrated Graphics / Win 10 + MSO / Accent Black) D552175WIN9BE","39,590",3.9 out of 5 stars,125,https://www.amazon.in/Dell-i3-1115G4-Integrated-Graphics-D552175WIN9BE/dp/B08X4P6V2M/ref=sr_1_36?dchild=1&keywords=laptop&qid=1627416936&sr=8-36
"Dell Inspiron 5406 14"" FHD Touch 2in1 Laptop (11th Geni3-1115G4 / 8GB / 512GB SSD / Integrated Graphics/ Win 10 + MSO / Backlit KB with FPR & Stylus Pen / Platinum Silver) D560384WIN9S","59,800",4.0 out of 5 stars,30,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A05621443VUTU5H8AJI2I&url=%2FDell-Inspiron-5406-Geni3-1115G4-D560384WIN9S%2Fdp%2FB091H14P32%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416936%26sr%3D8-37-spons%26psc%3D1&qualifier=1627416936&id=2895231529497372&widgetName=sp_btf
"HP Pavilion Gaming 15.6-inch(39.62 cms) FHD Gaming Laptop (Ryzen 5-3550H/8GB/1TB HDD/M.2 Slot/Windows 10/NVIDIA GTX 1650 4GB/Shadow Black/2.25 kg), 15-ec0100AX","59,890",3.7 out of 5 stars,135,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A09073253C1193UMXYG01&url=%2FHP-Pavilion-15-6-inch-5-3550H-15-ec0100AX%2Fdp%2FB08CYZM4Y3%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416936%26sr%3D8-38-spons%26psc%3D1&qualifier=1627416936&id=2895231529497372&widgetName=sp_btf
"Microsoft Surface Pro 7 VDV-00015 12.3"" (31.24 cms) Touchscreen 2-in-1 Laptop (10th Gen Intel Core i5/8GB/128GB SSD/Windows 10 Home/Intel Iris Plus Graphics), Platinum","85,500",4.0 out of 5 stars,165,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A02714751DQRZS47ODMPD&url=%2FMicrosoft-VDV-00015-Touchscreen-Graphics-Platinum%2Fdp%2FB084HYTLFS%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416940%26sr%3D8-33-spons%26psc%3D1&qualifier=1627416940&id=2014102547909012&widgetName=sp_atf_next
"Dell Inspiron 5406 11th Gen 14"" (35.56cms) FHD 2in1 Laptop( i3-1115G4 / 4GB / 256 SSD /Integrated Graphics/ Win 10/MS Office 19/ Active Pen/Platinum Silver),D560365WIN9S","52,880",3.7 out of 5 stars,33,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A05622322YS4HLF1Z74OV&url=%2FDell-Inspiron-i3-1115G4-Integrated-D560365WIN9S%2Fdp%2FB08MPVWYBQ%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416940%26sr%3D8-34-spons%26psc%3D1&qualifier=1627416940&id=2014102547909012&widgetName=sp_atf_next
"HP Pavilion (2021) Thin & Light 11th Gen Core i5 Laptop, 16 GB RAM, 512GB SSD, Iris Xe Graphics, 14-inch (35.56 cms) FHD Screen, Win 10, MS Office, Backlit Keyboard, Natural Silver (14-dv0054TU)","65,990",4.4 out of 5 stars,605,https://www.amazon.in/HP-Pavilion-Graphics-Keyboard-14-dv0054TU/dp/B08WBB369L/ref=sr_1_35?dchild=1&keywords=laptop&qid=1627416940&sr=8-35
"HP 15 (2021) Thin & Light 11th Gen Core i5 Laptop, 8 GB RAM, 512GB SSD, 15.6-inch (39.62 cms) FHD Screen, Windows 10, MS Office, Built-in Alexa (15s-fq2535TU)","61,400",4.2 out of 5 stars,"1,127",https://www.amazon.in/HP-Laptop-15-6-inch-Windows-15s-fq2535TU/dp/B08XNYN5QV/ref=sr_1_36?dchild=1&keywords=laptop&qid=1627416940&sr=8-36
"Dell Inspiron 3505 15.6"" (39.62 cms) FHD Display Laptop (R3-3250U / 8GB / 256GB SSD / Integrated Graphics / Win 10 + MSO / Accent Black) D560428WIN9BE","35,790",4.0 out of 5 stars,69,https://www.amazon.in/Dell-Inspiron-R3-3250U-Integrated-D560428WIN9BE/dp/B08X4Q425M/ref=sr_1_37?dchild=1&keywords=laptop&qid=1627416940&sr=8-37
"Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i5 15.6 FHD Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/2 Year Warranty/Arctic Grey/1.65Kg), 82H801CWIN","58,990",,,https://www.amazon.in/Lenovo-IdeaPad-Keyboard-Warranty-82H801CWIN/dp/B09999TTV3/ref=sr_1_38?dchild=1&keywords=laptop&qid=1627416940&sr=8-38
"ASUS VivoBook 14 (2020), Intel Core i3-1005G1 10th Gen, 14-Inch (35.56 cms) FHD Thin and Light Laptop (4GB RAM/1TB HDD/Windows 10/Integrated/Slate Grey/1.6 kg), X415JA-EK104T","33,990",3.7 out of 5 stars,302,https://www.amazon.in/ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EK104T/dp/B08S4NF565/ref=sr_1_39?dchild=1&keywords=laptop&qid=1627416940&sr=8-39
"ASUS VivoBook 14 (2020), 14-inch (35.56 cms) Full HD, AMD Ryzen 3 3250U, Thin and Light Laptop (4GB RAM/1TB HDD/Integrated Graphics/Windows 10/Slate Grey/1.6 kg), M415DA-EB301T","31,990",,,https://www.amazon.in/ASUS-VivoBook-Integrated-Graphics-M415DA-EB301T/dp/B097RKZYGS/ref=sr_1_40?dchild=1&keywords=laptop&qid=1627416940&sr=8-40
"HP Pavilion 11th Gen Intel Core i5 Processor 14"" (35.56cms) FHD Laptop with Alexa Built-in (16GB/512GB SSD/Win 10/MS Office/2GB NVIDIA MX450 Graphics/Natural Silver/1.41 Kg), 14-dv0084TX","70,990",4.3 out of 5 stars,209,https://www.amazon.in/HP-Pavilion-Processor-35-56cms-14-dv0084TX/dp/B08XMLV2HK/ref=sr_1_42?dchild=1&keywords=laptop&qid=1627416940&sr=8-42
"Dell Inspiron 3505 15"" (38.1 cms) FHD AG Laptop (Ryzen-3 3250U / 4 GB / 1TB+256 SSD / Vega Graphics / Win 10 + MSO / Soft Mint Color) D560338WIN9S","45,450",4.4 out of 5 stars,125,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0351530338BNFRAQ1YE8&url=%2FDell-Inspiron-Display-Graphics-D560338WIN9S%2Fdp%2FB08HPY2N4W%2Fref%3Dsr_1_43_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416940%26sr%3D8-43-spons%26psc%3D1&qualifier=1627416940&id=2014102547909012&widgetName=sp_mtf
Dell Inspiron 5301 13.3 FHD IPS Anti Glare Thin & Light Laptop / TGL-U i5 / 8 GB / 1TB SSD / Integrated Graphics / Win 10 + MSO / Silver) D560379WIN9S,"69,000",4.0 out of 5 stars,15,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A050874916XYKA4AYQE3D&url=%2FDell-Inspiron-Integrated-Graphics-D560379WIN9S%2Fdp%2FB08MPYV6N6%2Fref%3Dsr_1_44_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416940%26sr%3D8-44-spons%26psc%3D1&qualifier=1627416940&id=2014102547909012&widgetName=sp_mtf
"ASUS VivoBook 14 (2020), Intel Core i5-1035G1 10th Gen, 14-inch (35.56 cm) FHD, Thin and Light Laptop (8GB/512GB SSD/Office 2019/Windows 10/Integrated Graphics/Silver/1.6 Kg), X415JA-EK562TS","52,751",,,https://www.amazon.in/ASUS-VivoBook-i5-1035G1-Integrated-X415JA-EK562TS/dp/B098F95SF8/ref=sr_1_45?dchild=1&keywords=laptop&qid=1627416940&sr=8-45
"(Renewed) Dell Intel Core i5-4th Gen 14 Inch(35.56 cms) 1366x768 HD Laptop (16GB RAM/512GB SSD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics 4600 /2.1Kg,Silver) Latitude E6440","38,499",,,https://www.amazon.in/Dell-1366x768-Integrated-Graphics-Latitude/dp/B099YGVD9P/ref=sr_1_46?dchild=1&keywords=laptop&qid=1627416940&sr=8-46
