description,price,rating,review_count,url
"ASUS E410MA-EK319T (Intel Pentium Silver N5030 (Quad Core)/4 GB RAM/256 GB PCIe SSD/14""FHD/NumberPad/ Peacock Blue /1 Yr. Warranty)","30,449",4.1 out of 5 stars,46,https://www.amazon.in/ASUS-E410MA-EK319T-Pentium-NumberPad-Warranty/dp/B08HZ4BR6F/ref=sr_1_96?dchild=1&keywords=laptop&qid=1627416956&sr=8-96
"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 15.6"" (39.63cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.66Kg), 82FG0125IN","64,990",4.3 out of 5 stars,278,https://www.amazon.in/Lenovo-Keyboard-Fingerprint-Graphite-82FG0125IN/dp/B096SLFV5G/ref=sr_1_97?dchild=1&keywords=laptop&qid=1627416956&sr=8-97
"HP 250 G8 Laptop (11th Gen Intel Core i3-1115G4/8GB DDR4 Ram / 512GB SSD/Windows 10/15.6 inch HD/Intel UHD Graphics) 42V68PA (Dark Ash Silver, 1.74 kg)","44,999",4.4 out of 5 stars,13,https://www.amazon.in/HP-i3-1115G4-Windows-Graphics-42V68PA/dp/B096G1V3RC/ref=sr_1_98?dchild=1&keywords=laptop&qid=1627416956&sr=8-98
"HP 14 10th Gen Intel Core i3 Processor 14"" (35.56cms) FHD Laptop (4GB/1TB HDD/Windows 10 Home/MS Office/Natural Silver/1.47Kg), 14s-cf3006tu","38,995",3.4 out of 5 stars,220,https://www.amazon.in/HP-cf3006tu-14-inch-i3-1005G1-Graphics/dp/B08CHWNVNH/ref=sr_1_99?dchild=1&keywords=laptop&qid=1627416956&sr=8-99
Acer Aspire 3 core i5 11th Generation Processor 15.6-inch Full HD Thin and Light Laptop - (8 GB/1 TB HDD/Windows 10 Home/Intel Iris Xe Graphic/Microsoft Office 2019/1.7Kg/Silver) A315-58,"49,990",2.9 out of 5 stars,2,https://www.amazon.in/Acer-Aspire-Generation-Processor-15-6-inch/dp/B096SL21J8/ref=sr_1_100?dchild=1&keywords=laptop&qid=1627416956&sr=8-100
"Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i5 15.6"" (39.63cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/2 Year Warranty/Arctic Grey/1.65Kg), 82H8014BIN","60,500",3.8 out of 5 stars,24,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A07351803KYN9FIZE6SBF&url=%2FLenovo-IdeaPad-Keyboard-Warranty-82H8014BIN%2Fdp%2FB096359ZZG%2Fref%3Dsr_1_101_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416956%26sr%3D8-101-spons%26psc%3D1&qualifier=1627416956&id=6612871483644264&widgetName=sp_btf
Acer Aspire 3 core i5 11th Generation Processor 15.6-inch Full HD Thin and Light Laptop - (8 GB/1 TB HDD/Windows 10 Home/Intel Iris Xe Graphic/Microsoft Office 2019/1.7Kg/Silver) A315-58,"49,990",2.9 out of 5 stars,2,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A0677551XEXNN5KR295Q&url=%2FAcer-Aspire-Generation-Processor-15-6-inch%2Fdp%2FB096SL21J8%2Fref%3Dsr_1_102_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416956%26sr%3D8-102-spons%26psc%3D1&qualifier=1627416956&id=6612871483644264&widgetName=sp_btf
"Acer Nitro 5 Intel Core i5-11th Generation 144 Hz Refresh Rate 15.6-inch Gaming Laptop (16GB Ram/512 GB SSD/Win10/GTX 1650 Graphics/Obsidian Black/2.2 Kgs), AN515-56 + Xbox Game Pass for PC","73,990",3.7 out of 5 stars,30,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A0242526SOHT0AKFG0SI&url=%2FAcer-Generation-15-6-inch-Graphics-AN515-56%2Fdp%2FB092VPYX5G%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416961%26sr%3D8-97-spons%26psc%3D1&qualifier=1627416961&id=2229884980139022&widgetName=sp_atf_next
"Dell Vostro 3400 14"" (35.56 cms) FHD Display Laptop (11th gen i5-1135G7 / 8GB / 512GB SSD / Integrated Graphics / Win 10 + MSO / Backlit Keyboard / Dune Color) D552173WIN9DE","53,190",4.3 out of 5 stars,18,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A0345066V0A4ENZ79JNR&url=%2FDell-i5-1135G7-Integrated-Graphics-D552173WIN9DE%2Fdp%2FB08X4NRJ9Q%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416961%26sr%3D8-98-spons%26psc%3D1&qualifier=1627416961&id=2229884980139022&widgetName=sp_atf_next
Acer Aspire 3 core i5 11th Generation Processor 15.6-inch Full HD Thin and Light Laptop - (8 GB/1 TB HDD/Windows 10 Home/Intel Iris Xe Graphic/Microsoft Office 2019/1.7Kg/Silver) A315-58,"49,990",2.9 out of 5 stars,2,https://www.amazon.in/Acer-Aspire-Generation-Processor-15-6-inch/dp/B096SL21J8/ref=sr_1_99?dchild=1&keywords=laptop&qid=1627416961&sr=8-99
"Lenovo IdeaPad Slim 3 2021 Intel Core i3 11th Gen 14"" (35.56cm) FHD IPS Thin & Light Laptop (8GB/256GB SSD/Windows 10/MS Office/Backlit/Fingerprint Reader/2 Yr Warranty/Arctic Grey/1.41kg), 82H700J8IN","45,990",4.5 out of 5 stars,57,https://www.amazon.in/Lenovo-IdeaPad-Fingerprint-Warranty-82H700J8IN/dp/B096SHTH39/ref=sr_1_100?dchild=1&keywords=laptop&qid=1627416961&sr=8-100
"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 15.6"" (39.63cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 10/MS Office/Nvidia GeForce MX450/Fingerprint Reader/Graphite Grey/1.66Kg), 82FG0148IN","71,990",2.9 out of 5 stars,4,https://www.amazon.in/Lenovo-IdeaPad-Fingerprint-Graphite-82FG0148IN/dp/B096SKBM59/ref=sr_1_101?dchild=1&keywords=laptop&qid=1627416961&sr=8-101
"HP 14 11th Gen Intel Core i5 Processor 14-inch(35.6 cm) FHD Laptop (8GB/512GB/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-dr2016tu","58,490",4.2 out of 5 stars,320,https://www.amazon.in/HP-Processor-14-inch-Windows-14s-dr2016tu/dp/B092MS22P1/ref=sr_1_103?dchild=1&keywords=laptop&qid=1627416961&sr=8-103
ASUS VivoBook 15 AMD Ryzen 3-3250U (4GB RAM/1 TB HDD/Windows 10/Integrated AMD Radeon Graphics/15.6-inch HD/FP Reader/1.9 kg/Slate Grey/1 Yr. Warranty) M509DA-BR301T,"33,480",,,https://www.amazon.in/ASUS-VivoBook-Integrated-15-6-inch-M509DA-BR301T/dp/B099WQP6ZX/ref=sr_1_104?dchild=1&keywords=laptop&qid=1627416961&sr=8-104
"Fujitsu UH-X 11th Gen Intel Core i5 13.3” (33.78cm) FHD IPS 400Nits Thin and Light Laptop (8GB/512GB SSD/Win10/Office/Iris Xe Graphics/Backlit Kb/ Fingerprint Reader/Black/878gms), 4ZR1D67595","82,990",,,https://www.amazon.in/Fujitsu-33-78cm-Graphics-Fingerprint-4ZR1D67595/dp/B098P1K6W9/ref=sr_1_105?dchild=1&keywords=laptop&qid=1627416961&sr=8-105
"ASUS VivoBook Ultra 15 (2020), Intel Core i5-1135G7 11th Gen, 15.6-Inch FHD Thin and Light Laptop (8GB RAM/1TB HDD +256GB SSD/Office 2019/Windows 10/Integrated/Star Black/1.8 kg), X513EA-BQ502TS","59,990",4.8 out of 5 stars,15,https://www.amazon.in/ASUS-i5-1135G7-15-6-Inch-Integrated-X513EA-BQ502TS/dp/B08S4WR37V/ref=sr_1_106?dchild=1&keywords=laptop&qid=1627416961&sr=8-106
"HP 15 11th Gen Intel Core i3 Processor 15.6"" (39.62cms) FHD Laptop (8GB/512GB SSD/Win 10/MS Offce/Integrated Graphics/Natural Silver/1.69 Kg), 15s-fr2006TU","44,990",4.0 out of 5 stars,510,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A03573502A1B2TNQPP1J8&url=%2FHP-Processor-39-62cms-Integrated-15s-fr2006TU%2Fdp%2FB08XNYH4LX%2Fref%3Dsr_1_107_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416961%26sr%3D8-107-spons%26psc%3D1&qualifier=1627416961&id=2229884980139022&widgetName=sp_mtf
"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 15.6"" (39.63cm) FHD IPS Thin & Light Laptop (8GB/1TB+256GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.66Kg), 82FG010BIN","61,990",3.9 out of 5 stars,119,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A07356363BH4UGBSJR85Q&url=%2FLenovo-Keyboard-Fingerprint-Graphite-82FG010BIN%2Fdp%2FB096SHMYJJ%2Fref%3Dsr_1_108_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416961%26sr%3D8-108-spons%26psc%3D1&qualifier=1627416961&id=2229884980139022&widgetName=sp_mtf
"HP 255 G8 Laptop 3K9U2PA (AMD Ryzen 3-3300/4GB Ram/ 512 GB SSD/ 15.6"" Inch HD/ Windows 10 Home / Dark Ash Black / 1 Year Warranty)","36,990",4.7 out of 5 stars,13,https://www.amazon.in/HP-Laptop-3K9U2PA-Windows-Warranty/dp/B095KJN2TT/ref=sr_1_109?dchild=1&keywords=laptop&qid=1627416961&sr=8-109
"(Renewed) Lenovo IdeaPad S145 Intel Core i3 7th Gen 15.6"" FHD Thin and Light Laptop (4GB/1TB HDD/Windows10/Office/Platinum Grey), 81VD00EFIN","30,300",,,https://www.amazon.in/Renewed-Lenovo-Windows10-Platinum-81VD00EFIN/dp/B08R2MCG9X/ref=sr_1_110?dchild=1&keywords=laptop&qid=1627416961&sr=8-110
"ASUS TUF Gaming F15 (2020), 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-10870H 10th Gen, NVIDIA GeForce GTX 1650 4GB Graphics, Gaming Laptop(8GB/512GB SSDWindows 10/Gray/2.3 Kg), FX566LH-HN255T","86,320",,,https://www.amazon.in/ASUS-15-6-inch-i7-10870H-SSDWindows-FX566LH-HN255T/dp/B096VKVFCN/ref=sr_1_111?dchild=1&keywords=laptop&qid=1627416961&sr=8-111
"Dell Inspiron 3501 15.6"" FHD Display Laptop (i3-1115G4 / 4GB / 256GB SSD / Integrated Graphics / Win10 + MSO / Accent Black) D560492WIN9BE","39,990",,,https://www.amazon.in/Dell-Inspiron-3501-Integrated-D560492WIN9BE/dp/B097SZMNQH/ref=sr_1_112?dchild=1&keywords=laptop&qid=1627416961&sr=8-112
"Life Digital Laptop 15.6-inch (39.62 cms) (Intel Core i7, 8GB RAM, 512GB SSD, Windows 10), ZED AIR CX7","39,990",3.2 out of 5 stars,58,https://www.amazon.in/LifeDigital-Laptop-Intel%C2%AE-Storage-Windows/dp/B08HRHFV23/ref=sr_1_113?dchild=1&keywords=laptop&qid=1627416961&sr=8-113
"HP 15 11th Gen Intel Core i5 Processor 15.6-inch(39.6 cm) FHD Laptop with Alexa Built-in(8GB/512GB SSD/Windows 10/2GB MX350 Graphics/Natural Silver/1.75Kg), 15s-dr3500TX","62,990",4.2 out of 5 stars,75,https://www.amazon.in/HP-Processor-15-6-inch-Graphics-15s-dr3500TX/dp/B0928T6QM3/ref=sr_1_114?dchild=1&keywords=laptop&qid=1627416961&sr=8-114
"HP 15 Thin & Light 15.6""(39.62cms) FHD Laptop (11th Gen Intel Core i5-1135G7, 8GB DDR4, 1TB HDD, Windows 10 Home, MS Office, Integrated Graphics, FPR, Natural Silver, 1.76 Kg), 15s-du3032TU","56,390",3.9 out of 5 stars,372,https://www.amazon.in/HP-39-62cms-i5-1135G7-Integrated-15s-du3032TU/dp/B08PQPRD69/ref=sr_1_115?dchild=1&keywords=laptop&qid=1627416961&sr=8-115
(Renewed) Dell Inspiron 3501 15-inch FHD Laptop (11th Gen i5-1135G7/8GB/1TB HDD/256GB SSD/Win 10 + MS Office/2GB Graphics/Soft Mint),"58,000",,,https://www.amazon.in/Renewed-Dell-Inspiron-i5-1135G7-Graphics/dp/B099ZVKX77/ref=sr_1_116?dchild=1&keywords=laptop&qid=1627416961&sr=8-116
"Lenovo IdeaPad Flex 5 11th Gen Intel Core i3 14"" (35.56cm) FHD IPS 2-in-1 Touchscreen Laptop (8GB/256GB SSD/Windows 10/MS Office/Lenovo Digital Pen/Fingerprint Reader/Graphite Grey/1.5Kg), 82HS008YIN","51,990",4.2 out of 5 stars,242,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A07364723LG476Q60GFL8&url=%2FLenovo-Touchscreen-Fingerprint-Graphite-82HS008YIN%2Fdp%2FB08W9WK8Q9%2Fref%3Dsr_1_117_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416961%26sr%3D8-117-spons%26psc%3D1&qualifier=1627416961&id=2229884980139022&widgetName=sp_btf
"ASUS VivoBook S S14 Intel Core i5-1135G7 11th Gen, 14"" (35.56 cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD + 32GB Optane Memory/Windows 10/Office 2019/Iris X Graphics/Green/1.4 Kg) S433EA-AM503TS","64,410",4.3 out of 5 stars,180,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A0352086129S24Y74PRSI&url=%2FASUS-VivoBook-i5-1135G7-Graphics-S433EA-AM503TS%2Fdp%2FB08SN9GSP8%2Fref%3Dsr_1_118_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416961%26sr%3D8-118-spons%26psc%3D1&qualifier=1627416961&id=2229884980139022&widgetName=sp_btf
"HP 15 10th Gen Intel Core i3 Processor 15.6-inch(39.6 cm) FHD Laptop (8GB/256GB SSD+1TB HDD/Windows 10/MS Office/Jet Black/1.74Kg), 15s-du1064TU","43,990",4.3 out of 5 stars,268,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A03571943K4MVMKY9JV29&url=%2FHP-15-6-inch-Laptop-i3-10110U-15s-du1064TU%2Fdp%2FB08HJZLW96%2Fref%3Dsr_1_113_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416966%26sr%3D8-113-spons%26psc%3D1&qualifier=1627416966&id=6064221530950724&widgetName=sp_atf_next
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 14"" (35.56cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.39Kg), 82LM009AIN","62,990",4.1 out of 5 stars,214,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A07357362Z6UEAFE7LFI6&url=%2FLenovo-Keyboard-Fingerprint-Graphite-82LM009AIN%2Fdp%2FB096SJSQN7%2Fref%3Dsr_1_114_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416966%26sr%3D8-114-spons%26psc%3D1&qualifier=1627416966&id=6064221530950724&widgetName=sp_atf_next
"HP Pavilion Gaming 15.6-inch FHD Gaming Laptop (Ryzen 5-4600H/8GB/1TB HDD/Windows 10/NVIDIA GTX 1650 4GB/Shadow Black), 15-ec1024AX + Wired Mouse + Microsoft 365 Personal 12-Month Subscription","63,859",,,https://www.amazon.in/HP-15-6-inch-15-ec1024AX-Microsoft-Subscription/dp/B09B5CP41J/ref=sr_1_115?dchild=1&keywords=laptop&qid=1627416966&sr=8-115
"Dell 15 (2021) i5-1135G7 Laptop,8Gb RAM,1TB HDD + 256Gb SSD,15.6” (39.62 cms) FHD Display, Win 10 + MS Office,Nvidia 2GB MX350 Graphics,Backlit KB, Platinum Silver Color (Inspiron 3511, D560505WIN9S)","70,273",4.0 out of 5 stars,1,https://www.amazon.in/Dell-i5-1135G7-Inspiron-3511-D560505WIN9S/dp/B097SZTNJ3/ref=sr_1_116?dchild=1&keywords=laptop&qid=1627416966&sr=8-116
"Asus Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-GQ1020T Laptop (15.6 inch, Transparent Silver, 1.9 kg)","28,990",3.5 out of 5 stars,17,https://www.amazon.in/Asus-Pentium-Quad-Core-X543MA-GQ1020T/dp/B08TFLKWXN/ref=sr_1_117?dchild=1&keywords=laptop&qid=1627416966&sr=8-117
"HP 15 11th Gen Intel Core i5 Processor 15.6-inch FHD Laptop (8GB/512GB SSD +32GB Intel Optane/Win 10/MS Office/Jet Black/1.69 Kg), 15s-fq2071TU","56,368",4.1 out of 5 stars,12,https://www.amazon.in/HP-Processor-15-6-inch-Laptop-15s-fq2071TU/dp/B08XNZD56X/ref=sr_1_118?dchild=1&keywords=laptop&qid=1627416966&sr=8-118
"(Renewed) Dell Intel Core i5-4th Gen 14 Inch(35.56 cms) 1366x768 HD Laptop (16GB RAM /1TB HDD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics 4600 /2.1Kg,Silver) Latitude E6440","39,499",,,https://www.amazon.in/Dell-1366x768-Integrated-Graphics-Latitude/dp/B099YBYKHY/ref=sr_1_119?dchild=1&keywords=laptop&qid=1627416966&sr=8-119
"Dell Inspiron 3501 15.6"" FHD AG Display Laptop ( i5-1135G7 / 8GB / 1TB+256 SSD / Integrated Graphics / Win 10 + Office H&S / Accent Black ) D560401WIN9BE","58,300",3.8 out of 5 stars,52,https://www.amazon.in/Dell-Inspiron-i5-1135G7-Integrated-D560401WIN9BE/dp/B08MPXD3YD/ref=sr_1_120?dchild=1&keywords=laptop&qid=1627416966&sr=8-120
"Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i3 15.6 FHD Thin & Light Laptop (8GB/256GB SSD/Windows 10/MS Office/2 Year Warranty/Arctic Grey/1.65Kg), 82H801CUIN","42,490",4.1 out of 5 stars,76,https://www.amazon.in/Lenovo-IdeaPad-Windows-Warranty-82H801CUIN/dp/B0999CL22H/ref=sr_1_121?dchild=1&keywords=laptop&qid=1627416966&sr=8-121
"Dell Inspiron 3501 15.6-inch FHD Laptop (11th Gen Core i5-1135G7/8GB/1TB HDD/Windows 10 + MS Office 2019), Soft Mint","58,434",3.9 out of 5 stars,23,https://www.amazon.in/Dell-Inspiron-15-6-inch-i5-1135G7-Windows/dp/B08Y6XG7K1/ref=sr_1_122?dchild=1&keywords=laptop&qid=1627416966&sr=8-122
"ASUS VivoBook 14 (2020) Intel Core i3-1005G1 10th Gen 14-inch (35.56 cms) FHD T&L Laptop (8GB/1TB HDD + 128GB NVMe SSD/Integrated Graphics/Windows 10/MS Office 2019/Silver/1.6 kg), X415JA-EK092TS","40,990",4.3 out of 5 stars,272,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A03458022VHHHJIYGQ40E&url=%2FASUS-VivoBook-i3-1005G1-Integrated-X415JA-EK092TS%2Fdp%2FB08JMR2GXG%2Fref%3Dsr_1_123_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416966%26sr%3D8-123-spons%26psc%3D1&qualifier=1627416966&id=6064221530950724&widgetName=sp_mtf
"HP Pavilion (2021) Thin & Light 11th Gen Core i5 Laptop, 16 GB RAM, 512GB SSD, Iris Xe Graphics, 14-inch (35.56 cms) FHD Screen, Win 10, MS Office, Backlit Keyboard, Natural Silver (14-dv0054TU)","65,990",4.4 out of 5 stars,605,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A031289316UGOI50JM5UU&url=%2FHP-Pavilion-Graphics-Keyboard-14-dv0054TU%2Fdp%2FB08WBB369L%2Fref%3Dsr_1_124_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416966%26sr%3D8-124-spons%26psc%3D1&qualifier=1627416966&id=6064221530950724&widgetName=sp_mtf
"ASUS VivoBook 14 (2020), 14.0-inch (35.56 cms) FHD Intel Core i5-1035G1 10th Gen, Laptop (8GB/1TB HDD + 256GB SSD/Office 2019/Windows 10/2GB NVIDIA MX130 Graphics/Silver/1.6 kg), X415JF-EB522TS","57,922",,,https://www.amazon.in/ASUS-VivoBook-14-0-inch-i5-1035G1-X415JF-EB522TS/dp/B096W27N4K/ref=sr_1_125?dchild=1&keywords=laptop&qid=1627416966&sr=8-125
"(Renewed) Dell Intel Core i5-4th Gen 14 Inch(35.56 cms) 1366x768 HD Laptop (8GB RAM/256GB SSD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics 4600 /2.1Kg,Silver) Latitude E6440","36,499",,,https://www.amazon.in/Dell-1366x768-Integrated-Graphics-Latitude/dp/B099Y8168J/ref=sr_1_126?dchild=1&keywords=laptop&qid=1627416966&sr=8-126
"(Renewed) Asus VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X412FJ-EK176T Thin and Light Laptop (14 inch, Slate Grey, 1.5 kg)","45,990",,,https://www.amazon.in/Renewed-Asus-VivoBook-Core-X412FJ-EK176T/dp/B0999LPQWX/ref=sr_1_127?dchild=1&keywords=laptop&qid=1627416966&sr=8-127
"Mi Notebook Horizon Edition 14 Intel Core i7-10510U 10th Gen 14-inch (35.56 cms) Thin and Light Laptop(8GB/512GB SSD/Windows 10/Nvidia MX350 2GB Graphics/Grey/1.35Kg), XMA1904-AF+Webcam","59,999",4.4 out of 5 stars,999,https://www.amazon.in/Notebook-Horizon-i7-10510U-Graphics-XMA1904-AF/dp/B089F2W1KW/ref=sr_1_128?dchild=1&keywords=laptop&qid=1627416966&sr=8-128
"Lenovo V15 AMD 15.6-inch FHD Thin and Light Laptop (AMD Athlon Gold 3150U/ 4GB RAM/ 1TB HDD/ Dos /Integrated AMD Radeon Graphics/ Iron Grey), 82C700JCIH","26,886",5.0 out of 5 stars,1,https://www.amazon.in/Lenovo-15-6-inch-Integrated-Graphics-82C700JCIH/dp/B0972R7ZK2/ref=sr_1_129?dchild=1&keywords=laptop&qid=1627416966&sr=8-129
"Acer Extensa 15 10th Gen Intel Core i3-1005G1 15.6' Full HD Display Thin and Light Laptop(4GB RAM/1 TB HDD/Win10/Integrated Graphics/Black/1.9 Kg), EX215-22","33,480",2.9 out of 5 stars,12,https://www.amazon.in/Acer-i3-1005G1-Integrated-Graphics-EX215-22/dp/B08T69P9ZF/ref=sr_1_130?dchild=1&keywords=laptop&qid=1627416966&sr=8-130
"HP 15 (2021) Thin & Light 11th Gen Core i5 Laptop, 8 GB RAM, 512GB SSD, 15.6-inch (39.62 cms) FHD Screen, Windows 10, MS Office, Built-in Alexa (15s-fq2535TU)","61,400",4.2 out of 5 stars,"1,127",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A0312705OMZKYRU9U3R0&url=%2FHP-Laptop-15-6-inch-Windows-15s-fq2535TU%2Fdp%2FB08XNYN5QV%2Fref%3Dsr_1_133_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416966%26sr%3D8-133-spons%26psc%3D1&qualifier=1627416966&id=6064221530950724&widgetName=sp_btf
"Lenovo IdeaPad Slim 3 2021 Intel Core i5 11th Gen 14"" (35.56cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit/Fingerprint Reader/2 Yr Warranty/Arctic Grey/1.41kg), 82H700KTIN","58,990",4.4 out of 5 stars,163,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A07350561QHSU3QF6SP4S&url=%2FLenovo-IdeaPad-Fingerprint-Warranty-82H700KTIN%2Fdp%2FB096SKD3V7%2Fref%3Dsr_1_134_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416966%26sr%3D8-134-spons%26psc%3D1&qualifier=1627416966&id=6064221530950724&widgetName=sp_btf
"Dell Inspiron 15 5501 10thGen Corei7-10657G7 8GB RAM,512GB SSD,2GB MX330 Graphics,15.6"" Windows 10 +MS Office Laptop","91,990",4.3 out of 5 stars,38,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A060774211EZRQ7NBYGZP&url=%2FDell-Inspiron-10thGen-Corei7-10657G7-Graphics%2Fdp%2FB08BCRRQGP%2Fref%3Dsr_1_129_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416970%26sr%3D8-129-spons%26psc%3D1&qualifier=1627416970&id=2200690136754026&widgetName=sp_atf_next
"Lenovo ThinkPad E15 (2021) Intel Core i3 11th Gen 15.6"" FHD Thin and Light Laptop (4GB RAM/256GB SSD/Windows 10/MS Office/Fingerprint Reader/Black/Aluminium Surface/ 1.7 kg), 20TDS0AB00","46,990",4.2 out of 5 stars,162,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A073665222MC4KREI6950&url=%2FLenovo-ThinkPad-Fingerprint-Aluminium-20TDS0AB00%2Fdp%2FB08Y927FK4%2Fref%3Dsr_1_130_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416970%26sr%3D8-130-spons%26psc%3D1&qualifier=1627416970&id=2200690136754026&widgetName=sp_atf_next
"(Renewed) Lenovo Intel 3rd Gen Core i5 12.4-Inch (31.5 cms) 1366x768 Laptop (8 GB/500 GB/Windows 7 Professional/Intel HD Graphics 3000/Black/2.3 Kg), X230","30,599",,,https://www.amazon.in/Certified-REFURBISHED-Lenovo-X230-Integrated/dp/B07CTSDZCX/ref=sr_1_131?dchild=1&keywords=laptop&qid=1627416970&sr=8-131
"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 14"" (35.56cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.39Kg), 82FE00QLIN","60,990",4.4 out of 5 stars,78,https://www.amazon.in/Lenovo-Keyboard-Fingerprint-Graphite-82FE00QLIN/dp/B095KP1TJM/ref=sr_1_132?dchild=1&keywords=laptop&qid=1627416970&sr=8-132
"Dell Inspiron 3501 15.6-inch FHD Laptop (10th Gen Core i3/8GB/1TB HDD + 256GB SSD/Windows 10 + MS Office 2019/Intel HD Graphics/1.83 kg), Black","47,000",3.5 out of 5 stars,24,https://www.amazon.in/Dell-Inspiron-3501-15-6-inch-Graphics/dp/B08R3Y9WP3/ref=sr_1_133?dchild=1&keywords=laptop&qid=1627416970&sr=8-133
"Dell New Latitude 3410 14"" Core i3 10th Gen || 4GB || 1 TB || DOS-Ubantu || 1 Year ADP+NBD Dell Warranty || 14 "" Screen Size || Without Bag","37,149",3.2 out of 5 stars,12,https://www.amazon.in/Dell-Latitude-3410-Core-10th/dp/B08KJ9D2HD/ref=sr_1_134?dchild=1&keywords=laptop&qid=1627416970&sr=8-134
